user_a_name,user_a_city,user_a_intent,user_b_name,user_b_city,user_b_intent,matchPercentage,totalScore,breakdown_setup1,breakdown_setup2,breakdown_setup3,breakdown_setup4
Ece Aksoy,Ankara,not_sure_yet,Kerem Kilic,Ankara,open_to_relationship,19,70,0,10,70,-10
Ece Aksoy,Ankara,not_sure_yet,Ahmet Koc,Ankara,just_friends,23,83,10,10,73,-10
Ece Aksoy,Ankara,not_sure_yet,Baris Ozturk,Ankara,just_friends,5,18,0,10,8,0
Ece Aksoy,Ankara,not_sure_yet,Umut Arslan,Ankara,just_friends,17,60,0,10,50,0
Ece Aksoy,Ankara,not_sure_yet,Umut Yilmaz,Ankara,keeping_it_casual,15,53,10,10,33,0
Selin Ozdemir,Istanbul,not_sure_yet,Oguz Erdogan,Istanbul,just_friends,11,38,-5,10,43,-10
Selin Ozdemir,Istanbul,not_sure_yet,Aren Kurt,Istanbul,just_friends,6,23,5,10,18,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Yilmaz,Istanbul,not_sure_yet,11,38,-10,15,33,0
Selin Ozdemir,Istanbul,not_sure_yet,Kaan Yilmaz,Istanbul,not_sure_yet,16,58,-5,15,48,0
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Ozturk,Istanbul,just_friends,11,38,-5,10,43,-10
Selin Ozdemir,Istanbul,not_sure_yet,Duru Polat,Istanbul,open_to_relationship,3,10,5,10,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Ege Tekin,Istanbul,just_friends,11,38,5,10,23,0
Selin Ozdemir,Istanbul,not_sure_yet,Yusuf Kurt,Istanbul,open_to_relationship,13,45,0,10,45,-10
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Demir,Istanbul,keeping_it_casual,6,20,-5,10,25,-10
Selin Ozdemir,Istanbul,not_sure_yet,Kaan Ozdemir,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Demir,Istanbul,just_friends,13,48,-10,10,48,0
Selin Ozdemir,Istanbul,not_sure_yet,Yusuf Sahin,Istanbul,just_friends,10,35,-10,10,45,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Aslan,Istanbul,not_sure_yet,-3,-10,-10,15,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Kerem Yilmaz,Istanbul,just_friends,18,63,5,10,58,-10
Selin Ozdemir,Istanbul,not_sure_yet,Can Tekin,Istanbul,open_to_relationship,15,55,-10,10,65,-10
Selin Ozdemir,Istanbul,not_sure_yet,Umut Ozdemir,Istanbul,keeping_it_casual,27,98,5,10,93,-10
Selin Ozdemir,Istanbul,not_sure_yet,Arda Celik,Istanbul,open_to_relationship,-1,-5,0,10,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,just_friends,4,13,0,10,13,-10
Selin Ozdemir,Istanbul,not_sure_yet,Eren Demir,Istanbul,keeping_it_casual,10,35,15,10,20,-10
Selin Ozdemir,Istanbul,not_sure_yet,Onur Arslan,Istanbul,just_friends,11,40,5,10,35,-10
Selin Ozdemir,Istanbul,not_sure_yet,Burak Kilic,Istanbul,open_to_relationship,18,65,-5,10,70,-10
Selin Ozdemir,Istanbul,not_sure_yet,Oguz Celik,Istanbul,keeping_it_casual,14,50,0,10,40,0
Selin Ozdemir,Istanbul,not_sure_yet,Emre Kaya,Istanbul,keeping_it_casual,20,73,0,10,73,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,open_to_relationship,15,53,5,10,48,-10
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Ozdemir,Istanbul,keeping_it_casual,-3,-10,-5,10,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Burak Kaya,Istanbul,keeping_it_casual,8,28,-20,10,38,0
Selin Ozdemir,Istanbul,not_sure_yet,Can Kilic,Istanbul,not_sure_yet,12,43,0,15,28,0
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Kaya,Istanbul,just_friends,14,50,-10,10,60,-10
Selin Ozdemir,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,15,53,-5,10,48,0
Selin Ozdemir,Istanbul,not_sure_yet,Eren Koc,Istanbul,open_to_relationship,18,63,5,10,58,-10
Selin Ozdemir,Istanbul,not_sure_yet,Burak Polat,Istanbul,keeping_it_casual,11,40,0,10,40,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,not_sure_yet,8,28,-5,15,28,-10
Selin Ozdemir,Istanbul,not_sure_yet,Berk Kurt,Istanbul,not_sure_yet,18,65,5,15,55,-10
Selin Ozdemir,Istanbul,not_sure_yet,Mehmet Ozturk,Istanbul,open_to_relationship,8,28,-5,10,33,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Kilic,Istanbul,keeping_it_casual,1,5,0,10,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Yusuf Aksoy,Istanbul,just_friends,16,58,-5,10,63,-10
Selin Ozdemir,Istanbul,not_sure_yet,Umut Demir,Istanbul,keeping_it_casual,11,40,-5,10,45,-10
Selin Ozdemir,Istanbul,not_sure_yet,Eren Dogan,Istanbul,keeping_it_casual,11,40,-5,10,45,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Yildiz,Istanbul,open_to_relationship,12,43,10,10,33,-10
Selin Ozdemir,Istanbul,not_sure_yet,Arda Koc,Istanbul,open_to_relationship,18,65,-10,10,75,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Arslan,Istanbul,open_to_relationship,22,80,5,10,65,0
Selin Ozdemir,Istanbul,not_sure_yet,Ege Kaya,Istanbul,open_to_relationship,11,40,5,10,35,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ekin Tekin,Istanbul,just_friends,22,80,5,10,75,-10
Selin Ozdemir,Istanbul,not_sure_yet,Kaan Tekin,Istanbul,open_to_relationship,16,58,0,10,58,-10
Selin Ozdemir,Istanbul,not_sure_yet,Oguz Kilic,Istanbul,just_friends,11,38,5,10,33,-10
Selin Ozdemir,Istanbul,not_sure_yet,Baris Tekin,Istanbul,open_to_relationship,0,0,-20,10,10,0
Selin Ozdemir,Istanbul,not_sure_yet,Kerem Aksoy,Istanbul,not_sure_yet,18,63,15,15,43,-10
Selin Ozdemir,Istanbul,not_sure_yet,Burak Ozdemir,Istanbul,just_friends,14,50,10,10,40,-10
Selin Ozdemir,Istanbul,not_sure_yet,Tolga Aydin,Istanbul,keeping_it_casual,15,55,15,10,30,0
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Koc,Istanbul,not_sure_yet,13,48,5,15,38,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Ozturk,Istanbul,open_to_relationship,3,10,-15,10,25,-10
Selin Ozdemir,Istanbul,not_sure_yet,Mehmet Kurt,Istanbul,not_sure_yet,-1,-5,-5,15,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Mert Sahin,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Eren Yilmaz,Istanbul,just_friends,13,45,5,10,30,0
Selin Ozdemir,Istanbul,not_sure_yet,Serkan Tekin,Istanbul,keeping_it_casual,13,45,5,10,40,-10
Selin Ozdemir,Istanbul,not_sure_yet,Tolga Yilmaz,Istanbul,open_to_relationship,6,23,-10,10,33,-10
Selin Ozdemir,Istanbul,not_sure_yet,Burak Demir,Istanbul,just_friends,-4,-15,-20,10,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Burak Yildiz,Istanbul,not_sure_yet,6,20,10,15,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Arda Aslan,Istanbul,not_sure_yet,19,68,0,15,53,0
Selin Ozdemir,Istanbul,not_sure_yet,Ilke Ozdemir,Istanbul,open_to_relationship,3,10,5,10,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Can Yildiz,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Selin Ozdemir,Istanbul,not_sure_yet,Deniz Arslan,Istanbul,open_to_relationship,16,58,-5,10,63,-10
Selin Ozdemir,Istanbul,not_sure_yet,Furkan Erdogan,Istanbul,keeping_it_casual,8,30,-5,10,35,-10
Selin Ozdemir,Istanbul,not_sure_yet,Oguz Kurt,Istanbul,keeping_it_casual,16,58,-5,10,63,-10
Selin Ozdemir,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,open_to_relationship,0,0,-5,10,-5,0
Selin Ozdemir,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,22,80,0,10,70,0
Selin Ozdemir,Istanbul,not_sure_yet,Mehmet Erdogan,Istanbul,just_friends,15,53,5,10,48,-10
Yasemin Arslan,Istanbul,open_to_relationship,Furkan Yilmaz,Istanbul,not_sure_yet,9,33,-30,10,53,0
Yasemin Arslan,Istanbul,open_to_relationship,Kaan Yilmaz,Istanbul,not_sure_yet,18,63,5,10,48,0
Yasemin Arslan,Istanbul,open_to_relationship,Duru Polat,Istanbul,open_to_relationship,0,0,-15,20,-5,0
Yasemin Arslan,Istanbul,open_to_relationship,Yusuf Kurt,Istanbul,open_to_relationship,11,40,0,20,30,-10
Yasemin Arslan,Istanbul,open_to_relationship,Kaan Ozdemir,Istanbul,open_to_relationship,6,20,-5,40,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Ahmet Aslan,Istanbul,not_sure_yet,1,5,10,10,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Can Tekin,Istanbul,open_to_relationship,21,75,0,40,45,-10
Yasemin Arslan,Istanbul,open_to_relationship,Arda Celik,Istanbul,open_to_relationship,1,5,-10,30,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Burak Kilic,Istanbul,open_to_relationship,24,85,15,30,50,-10
Yasemin Arslan,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,open_to_relationship,19,68,-5,20,63,-10
Yasemin Arslan,Istanbul,open_to_relationship,Can Kilic,Istanbul,not_sure_yet,19,68,10,10,48,0
Yasemin Arslan,Istanbul,open_to_relationship,Eren Koc,Istanbul,open_to_relationship,13,48,-15,20,53,-10
Yasemin Arslan,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,not_sure_yet,20,73,15,10,58,-10
Yasemin Arslan,Istanbul,open_to_relationship,Berk Kurt,Istanbul,not_sure_yet,6,20,-15,10,35,-10
Yasemin Arslan,Istanbul,open_to_relationship,Mehmet Ozturk,Istanbul,open_to_relationship,12,43,-5,30,28,-10
Yasemin Arslan,Istanbul,open_to_relationship,Ahmet Yildiz,Istanbul,open_to_relationship,16,58,-10,40,38,-10
Yasemin Arslan,Istanbul,open_to_relationship,Arda Koc,Istanbul,open_to_relationship,10,35,-30,30,45,-10
Yasemin Arslan,Istanbul,open_to_relationship,Furkan Arslan,Istanbul,open_to_relationship,25,90,5,20,65,0
Yasemin Arslan,Istanbul,open_to_relationship,Ege Kaya,Istanbul,open_to_relationship,28,100,5,40,65,-10
Yasemin Arslan,Istanbul,open_to_relationship,Kaan Tekin,Istanbul,open_to_relationship,20,73,-20,50,53,-10
Yasemin Arslan,Istanbul,open_to_relationship,Baris Tekin,Istanbul,open_to_relationship,11,40,-20,30,30,0
Yasemin Arslan,Istanbul,open_to_relationship,Kerem Aksoy,Istanbul,not_sure_yet,6,23,-5,10,28,-10
Yasemin Arslan,Istanbul,open_to_relationship,Deniz Koc,Istanbul,not_sure_yet,4,13,-15,10,28,-10
Yasemin Arslan,Istanbul,open_to_relationship,Ahmet Ozturk,Istanbul,open_to_relationship,14,50,-15,20,55,-10
Yasemin Arslan,Istanbul,open_to_relationship,Mehmet Kurt,Istanbul,not_sure_yet,-3,-10,-5,10,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Mert Sahin,Istanbul,open_to_relationship,-3,-10,-15,20,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Tolga Yilmaz,Istanbul,open_to_relationship,12,43,-30,30,53,-10
Yasemin Arslan,Istanbul,open_to_relationship,Burak Yildiz,Istanbul,not_sure_yet,-1,-5,-10,10,-5,0
Yasemin Arslan,Istanbul,open_to_relationship,Arda Aslan,Istanbul,not_sure_yet,8,28,-20,10,38,0
Yasemin Arslan,Istanbul,open_to_relationship,Ilke Ozdemir,Istanbul,open_to_relationship,8,30,5,30,-5,0
Yasemin Arslan,Istanbul,open_to_relationship,Can Yildiz,Istanbul,open_to_relationship,6,20,5,30,-5,-10
Yasemin Arslan,Istanbul,open_to_relationship,Deniz Arslan,Istanbul,open_to_relationship,19,68,5,40,33,-10
Yasemin Arslan,Istanbul,open_to_relationship,Ahmet Aksoy,Istanbul,open_to_relationship,11,40,25,20,-5,0
Zeynep Aslan,Izmir,just_friends,Mehmet Aslan,Izmir,not_sure_yet,29,106,-15,10,48,63
Zeynep Aslan,Izmir,just_friends,Buse Koc,Izmir,not_sure_yet,11,38,-15,10,-5,48
Zeynep Aslan,Izmir,just_friends,Serkan Dogan,Izmir,just_friends,8,30,-15,25,30,-10
Zeynep Aslan,Izmir,just_friends,Mehmet Arslan,Izmir,just_friends,15,55,-10,30,45,-10
Zeynep Aslan,Izmir,just_friends,Irem Dogan,Izmir,not_sure_yet,26,93,5,10,-5,83
Zeynep Aslan,Izmir,just_friends,Kerem Polat,Izmir,just_friends,38,135,0,30,45,60
Buse Karaca,Istanbul,not_sure_yet,Oguz Erdogan,Istanbul,just_friends,35,126,-5,15,38,78
Buse Karaca,Istanbul,not_sure_yet,Furkan Yilmaz,Istanbul,not_sure_yet,8,28,-10,15,33,-10
Buse Karaca,Istanbul,not_sure_yet,Kaan Yilmaz,Istanbul,not_sure_yet,9,33,-5,25,23,-10
Buse Karaca,Istanbul,not_sure_yet,Deniz Ozturk,Istanbul,just_friends,44,158,-5,25,63,75
Buse Karaca,Istanbul,not_sure_yet,Yusuf Kurt,Istanbul,open_to_relationship,32,115,0,10,50,55
Buse Karaca,Istanbul,not_sure_yet,Deniz Demir,Istanbul,keeping_it_casual,33,118,-5,10,30,83
Buse Karaca,Istanbul,not_sure_yet,Kaan Ozdemir,Istanbul,open_to_relationship,27,98,5,10,-5,88
Buse Karaca,Istanbul,not_sure_yet,Furkan Demir,Istanbul,just_friends,22,78,-10,30,68,-10
Buse Karaca,Istanbul,not_sure_yet,Yusuf Sahin,Istanbul,just_friends,35,125,-10,30,30,75
Buse Karaca,Istanbul,not_sure_yet,Ahmet Aslan,Istanbul,not_sure_yet,23,83,-10,25,-5,73
Buse Karaca,Istanbul,not_sure_yet,Kerem Yilmaz,Istanbul,just_friends,31,113,5,20,28,60
Buse Karaca,Istanbul,not_sure_yet,Can Tekin,Istanbul,open_to_relationship,33,120,-10,10,45,75
Buse Karaca,Istanbul,not_sure_yet,Umut Ozdemir,Istanbul,keeping_it_casual,33,118,5,10,43,60
Buse Karaca,Istanbul,not_sure_yet,Arda Celik,Istanbul,open_to_relationship,19,70,0,10,-5,65
Buse Karaca,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,just_friends,31,113,0,20,38,55
Buse Karaca,Istanbul,not_sure_yet,Eren Demir,Istanbul,keeping_it_casual,39,140,15,10,40,75
Buse Karaca,Istanbul,not_sure_yet,Onur Arslan,Istanbul,just_friends,32,115,5,25,50,35
Buse Karaca,Istanbul,not_sure_yet,Burak Kilic,Istanbul,open_to_relationship,36,130,-5,10,60,65
Buse Karaca,Istanbul,not_sure_yet,Oguz Celik,Istanbul,keeping_it_casual,14,50,0,10,50,-10
Buse Karaca,Istanbul,not_sure_yet,Emre Kaya,Istanbul,keeping_it_casual,38,138,0,10,38,90
Buse Karaca,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,open_to_relationship,31,113,5,10,48,50
Buse Karaca,Istanbul,not_sure_yet,Deniz Ozdemir,Istanbul,keeping_it_casual,10,35,-5,10,-5,35
Buse Karaca,Istanbul,not_sure_yet,Burak Kaya,Istanbul,keeping_it_casual,6,23,-20,10,43,-10
Buse Karaca,Istanbul,not_sure_yet,Can Kilic,Istanbul,not_sure_yet,11,38,0,15,33,-10
Buse Karaca,Istanbul,not_sure_yet,Deniz Kaya,Istanbul,just_friends,31,110,-10,15,50,55
Buse Karaca,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,8,28,-5,15,28,-10
Buse Karaca,Istanbul,not_sure_yet,Eren Koc,Istanbul,open_to_relationship,36,131,5,10,43,73
Buse Karaca,Istanbul,not_sure_yet,Burak Polat,Istanbul,keeping_it_casual,25,90,0,10,25,55
Buse Karaca,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,not_sure_yet,40,143,-5,25,38,85
Buse Karaca,Istanbul,not_sure_yet,Berk Kurt,Istanbul,not_sure_yet,32,115,5,15,35,60
Buse Karaca,Istanbul,not_sure_yet,Mehmet Ozturk,Istanbul,open_to_relationship,30,108,-5,10,38,65
Buse Karaca,Istanbul,not_sure_yet,Ahmet Kilic,Istanbul,keeping_it_casual,-1,-5,0,10,-5,-10
Buse Karaca,Istanbul,not_sure_yet,Yusuf Aksoy,Istanbul,just_friends,26,93,-5,25,33,40
Buse Karaca,Istanbul,not_sure_yet,Umut Demir,Istanbul,keeping_it_casual,32,115,-5,10,60,50
Buse Karaca,Istanbul,not_sure_yet,Eren Dogan,Istanbul,keeping_it_casual,32,115,-5,10,60,50
Buse Karaca,Istanbul,not_sure_yet,Ahmet Yildiz,Istanbul,open_to_relationship,28,101,10,10,23,58
Buse Karaca,Istanbul,not_sure_yet,Arda Koc,Istanbul,open_to_relationship,41,148,-10,10,55,93
Buse Karaca,Istanbul,not_sure_yet,Furkan Arslan,Istanbul,open_to_relationship,13,45,5,10,40,-10
Buse Karaca,Istanbul,not_sure_yet,Kaan Tekin,Istanbul,open_to_relationship,28,101,0,10,28,63
Buse Karaca,Istanbul,not_sure_yet,Oguz Kilic,Istanbul,just_friends,41,148,5,25,53,65
Buse Karaca,Istanbul,not_sure_yet,Baris Tekin,Istanbul,open_to_relationship,10,35,-20,10,55,-10
Buse Karaca,Istanbul,not_sure_yet,Kerem Aksoy,Istanbul,not_sure_yet,41,148,15,15,43,75
Buse Karaca,Istanbul,not_sure_yet,Burak Ozdemir,Istanbul,just_friends,34,123,10,20,30,63
Buse Karaca,Istanbul,not_sure_yet,Tolga Aydin,Istanbul,keeping_it_casual,21,75,15,10,60,-10
Buse Karaca,Istanbul,not_sure_yet,Deniz Koc,Istanbul,not_sure_yet,40,143,5,15,43,80
Buse Karaca,Istanbul,not_sure_yet,Ahmet Ozturk,Istanbul,open_to_relationship,25,90,-15,10,50,45
Buse Karaca,Istanbul,not_sure_yet,Mehmet Kurt,Istanbul,not_sure_yet,17,60,-5,15,-5,55
Buse Karaca,Istanbul,not_sure_yet,Mert Sahin,Istanbul,open_to_relationship,15,55,5,10,-5,45
Buse Karaca,Istanbul,not_sure_yet,Eren Yilmaz,Istanbul,just_friends,10,35,5,15,25,-10
Buse Karaca,Istanbul,not_sure_yet,Serkan Tekin,Istanbul,keeping_it_casual,29,105,5,10,45,45
Buse Karaca,Istanbul,not_sure_yet,Tolga Yilmaz,Istanbul,open_to_relationship,24,88,-10,10,28,60
Buse Karaca,Istanbul,not_sure_yet,Burak Demir,Istanbul,just_friends,-4,-15,-20,20,-5,-10
Buse Karaca,Istanbul,not_sure_yet,Burak Yildiz,Istanbul,not_sure_yet,7,25,10,30,-5,-10
Buse Karaca,Istanbul,not_sure_yet,Arda Aslan,Istanbul,not_sure_yet,22,78,0,15,73,-10
Buse Karaca,Istanbul,not_sure_yet,Can Yildiz,Istanbul,open_to_relationship,23,83,5,10,-5,73
Buse Karaca,Istanbul,not_sure_yet,Deniz Arslan,Istanbul,open_to_relationship,34,121,-5,10,33,83
Buse Karaca,Istanbul,not_sure_yet,Furkan Erdogan,Istanbul,keeping_it_casual,28,100,-5,10,30,65
Buse Karaca,Istanbul,not_sure_yet,Oguz Kurt,Istanbul,keeping_it_casual,37,133,-5,10,58,70
Buse Karaca,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,open_to_relationship,-3,-10,-5,10,-5,-10
Buse Karaca,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,24,85,0,25,70,-10
Buse Karaca,Istanbul,not_sure_yet,Mehmet Erdogan,Istanbul,just_friends,38,138,5,30,53,50
Melis Kurt,Istanbul,open_to_relationship,Furkan Yilmaz,Istanbul,not_sure_yet,11,38,0,10,38,-10
Melis Kurt,Istanbul,open_to_relationship,Kaan Yilmaz,Istanbul,not_sure_yet,8,28,0,10,28,-10
Melis Kurt,Istanbul,open_to_relationship,Duru Polat,Istanbul,open_to_relationship,8,30,15,30,-5,-10
Melis Kurt,Istanbul,open_to_relationship,Yusuf Kurt,Istanbul,open_to_relationship,32,115,-5,30,50,40
Melis Kurt,Istanbul,open_to_relationship,Kaan Ozdemir,Istanbul,open_to_relationship,30,108,5,30,-5,78
Melis Kurt,Istanbul,open_to_relationship,Ahmet Aslan,Istanbul,not_sure_yet,12,43,-20,10,-5,58
Melis Kurt,Istanbul,open_to_relationship,Can Tekin,Istanbul,open_to_relationship,38,135,-5,20,45,75
Melis Kurt,Istanbul,open_to_relationship,Arda Celik,Istanbul,open_to_relationship,11,40,0,20,-5,25
Melis Kurt,Istanbul,open_to_relationship,Burak Kilic,Istanbul,open_to_relationship,26,95,-15,20,40,50
Melis Kurt,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,open_to_relationship,11,38,5,30,18,-15
Melis Kurt,Istanbul,open_to_relationship,Can Kilic,Istanbul,not_sure_yet,4,13,-10,10,23,-10
Melis Kurt,Istanbul,open_to_relationship,Eren Koc,Istanbul,open_to_relationship,27,96,5,40,38,13
Melis Kurt,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,not_sure_yet,20,73,-5,10,33,35
Melis Kurt,Istanbul,open_to_relationship,Berk Kurt,Istanbul,not_sure_yet,17,60,5,10,30,15
Melis Kurt,Istanbul,open_to_relationship,Mehmet Ozturk,Istanbul,open_to_relationship,18,63,5,30,3,25
Melis Kurt,Istanbul,open_to_relationship,Ahmet Yildiz,Istanbul,open_to_relationship,36,131,10,40,33,48
Melis Kurt,Istanbul,open_to_relationship,Arda Koc,Istanbul,open_to_relationship,45,163,-5,40,55,73
Melis Kurt,Istanbul,open_to_relationship,Furkan Arslan,Istanbul,open_to_relationship,21,75,-5,40,50,-10
Melis Kurt,Istanbul,open_to_relationship,Ege Kaya,Istanbul,open_to_relationship,28,100,-15,20,30,65
Melis Kurt,Istanbul,open_to_relationship,Kaan Tekin,Istanbul,open_to_relationship,35,126,0,30,38,58
Melis Kurt,Istanbul,open_to_relationship,Baris Tekin,Istanbul,open_to_relationship,10,35,-10,30,25,-10
Melis Kurt,Istanbul,open_to_relationship,Kerem Aksoy,Istanbul,not_sure_yet,20,73,5,10,18,40
Melis Kurt,Istanbul,open_to_relationship,Deniz Koc,Istanbul,not_sure_yet,30,108,20,10,43,35
Melis Kurt,Istanbul,open_to_relationship,Ahmet Ozturk,Istanbul,open_to_relationship,42,150,-5,40,65,50
Melis Kurt,Istanbul,open_to_relationship,Mehmet Kurt,Istanbul,not_sure_yet,18,65,10,10,-5,50
Melis Kurt,Istanbul,open_to_relationship,Mert Sahin,Istanbul,open_to_relationship,17,60,10,40,-5,15
Melis Kurt,Istanbul,open_to_relationship,Tolga Yilmaz,Istanbul,open_to_relationship,45,163,10,40,63,50
Melis Kurt,Istanbul,open_to_relationship,Burak Yildiz,Istanbul,not_sure_yet,-1,-5,0,10,-5,-10
Melis Kurt,Istanbul,open_to_relationship,Arda Aslan,Istanbul,not_sure_yet,16,58,10,10,48,-10
Melis Kurt,Istanbul,open_to_relationship,Ilke Ozdemir,Istanbul,open_to_relationship,6,20,-5,40,-5,-10
Melis Kurt,Istanbul,open_to_relationship,Can Yildiz,Istanbul,open_to_relationship,18,63,0,30,-5,38
Melis Kurt,Istanbul,open_to_relationship,Deniz Arslan,Istanbul,open_to_relationship,29,106,-15,30,18,73
Melis Kurt,Istanbul,open_to_relationship,Ahmet Aksoy,Istanbul,open_to_relationship,0,0,-15,30,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Furkan Yilmaz,Istanbul,not_sure_yet,12,43,0,10,33,0
Derya Tekin,Istanbul,open_to_relationship,Kaan Yilmaz,Istanbul,not_sure_yet,13,48,5,10,33,0
Derya Tekin,Istanbul,open_to_relationship,Duru Polat,Istanbul,open_to_relationship,11,40,5,40,-5,0
Derya Tekin,Istanbul,open_to_relationship,Yusuf Kurt,Istanbul,open_to_relationship,18,65,-10,40,45,-10
Derya Tekin,Istanbul,open_to_relationship,Kaan Ozdemir,Istanbul,open_to_relationship,8,30,5,40,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Ahmet Aslan,Istanbul,not_sure_yet,-7,-25,-20,10,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Can Tekin,Istanbul,open_to_relationship,19,70,-10,20,70,-10
Derya Tekin,Istanbul,open_to_relationship,Arda Celik,Istanbul,open_to_relationship,1,5,0,20,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Burak Kilic,Istanbul,open_to_relationship,17,60,-15,20,65,-10
Derya Tekin,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,open_to_relationship,15,53,5,20,38,-10
Derya Tekin,Istanbul,open_to_relationship,Can Kilic,Istanbul,not_sure_yet,13,48,-10,10,48,0
Derya Tekin,Istanbul,open_to_relationship,Eren Koc,Istanbul,open_to_relationship,18,63,15,30,28,-10
Derya Tekin,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,not_sure_yet,15,53,-5,10,58,-10
Derya Tekin,Istanbul,open_to_relationship,Berk Kurt,Istanbul,not_sure_yet,19,70,15,10,55,-10
Derya Tekin,Istanbul,open_to_relationship,Mehmet Ozturk,Istanbul,open_to_relationship,12,43,5,20,28,-10
Derya Tekin,Istanbul,open_to_relationship,Ahmet Yildiz,Istanbul,open_to_relationship,23,83,0,50,43,-10
Derya Tekin,Istanbul,open_to_relationship,Arda Koc,Istanbul,open_to_relationship,19,70,-10,30,60,-10
Derya Tekin,Istanbul,open_to_relationship,Furkan Arslan,Istanbul,open_to_relationship,29,105,5,40,60,0
Derya Tekin,Istanbul,open_to_relationship,Ege Kaya,Istanbul,open_to_relationship,19,70,-5,40,45,-10
Derya Tekin,Istanbul,open_to_relationship,Kaan Tekin,Istanbul,open_to_relationship,24,88,10,40,48,-10
Derya Tekin,Istanbul,open_to_relationship,Baris Tekin,Istanbul,open_to_relationship,13,45,-10,20,35,0
Derya Tekin,Istanbul,open_to_relationship,Kerem Aksoy,Istanbul,not_sure_yet,18,63,5,10,58,-10
Derya Tekin,Istanbul,open_to_relationship,Deniz Koc,Istanbul,not_sure_yet,20,73,5,10,68,-10
Derya Tekin,Istanbul,open_to_relationship,Ahmet Ozturk,Istanbul,open_to_relationship,11,40,-5,30,25,-10
Derya Tekin,Istanbul,open_to_relationship,Mehmet Kurt,Istanbul,not_sure_yet,0,0,5,10,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Mert Sahin,Istanbul,open_to_relationship,8,30,15,30,-5,-10
Derya Tekin,Istanbul,open_to_relationship,Tolga Yilmaz,Istanbul,open_to_relationship,6,23,-10,20,23,-10
Derya Tekin,Istanbul,open_to_relationship,Burak Yildiz,Istanbul,not_sure_yet,1,5,0,10,-5,0
Derya Tekin,Istanbul,open_to_relationship,Arda Aslan,Istanbul,not_sure_yet,26,93,10,10,73,0
Derya Tekin,Istanbul,open_to_relationship,Ilke Ozdemir,Istanbul,open_to_relationship,8,30,5,30,-5,0
Derya Tekin,Istanbul,open_to_relationship,Can Yildiz,Istanbul,open_to_relationship,0,0,-5,20,-5,-10
